race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
White,Male,19,Assoc-voc,Widowed,Private,Other-service,52,Philippines,144940,9603,6848,>50K,YoungAdults,Asia
Black,Male,69,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,34,India,192107,2263,5449,>50K,Senior,Asia
White,Male,33,Masters,Married-civ-spouse,Private,Tech-support,59,Japan,271351,8308,4581,>50K,Adults,Asia
Amer-Indian-Eskimo,Male,33,Bachelors,Never-married,Local-gov,Sales,45,South,117611,3185,1515,>50K,Adults,Asia
White,Male,70,Assoc-acdm,Never-married,Private,Tech-support,32,Vietnam,344493,3621,3746,>50K,Senior,Asia
White,Female,38,Bachelors,Married-civ-spouse,Private,Other-service,21,China,48270,4213,8732,<=50K,Adults,Asia
White,Male,54,HS-grad,Never-married,Federal-gov,Sales,28,Vietnam,450444,9401,2456,>50K,MiddleAged,Asia
White,Male,27,Bachelors,Married-civ-spouse,Private,Handlers-cleaners,23,Vietnam,467157,7592,6808,>50K,YoungAdults,Asia
White,Male,33,11th,Married-civ-spouse,Self-emp-not-inc,Sales,41,Philippines,320591,9465,1759,>50K,Adults,Asia
White,Female,31,Assoc-voc,Widowed,Private,Prof-specialty,42,Philippines,367609,7088,7619,<=50K,Adults,Asia
Amer-Indian-Eskimo,Female,58,11th,Married-civ-spouse,Private,Craft-repair,39,Japan,485711,2544,9259,<=50K,MiddleAged,Asia
White,Male,62,Bachelors,Never-married,Private,Prof-specialty,37,India,118320,2842,6614,>50K,MiddleAged,Asia
Amer-Indian-Eskimo,Female,32,Masters,Never-married,Private,Sales,32,Vietnam,465244,9534,6859,<=50K,Adults,Asia
Asian-Pac-Islander,Male,68,Some-college,Divorced,Private,Other-service,55,China,345086,1366,5555,>50K,Senior,Asia
White,Female,38,Masters,Married-civ-spouse,Local-gov,Other-service,31,Philippines,130103,3734,1192,<=50K,Adults,Asia
White,Male,18,Assoc-acdm,Married-civ-spouse,Private,Tech-support,29,India,342447,8919,8242,>50K,YoungAdults,Asia
Other,Male,44,Bachelors,Never-married,Private,Prof-specialty,29,India,304123,6961,5717,>50K,Adults,Asia
White,Female,40,Bachelors,Never-married,Private,Other-service,23,Japan,375839,2083,4010,<=50K,Adults,Asia
White,Female,44,HS-grad,Married-civ-spouse,Local-gov,Exec-managerial,26,Philippines,52713,8331,7199,<=50K,Adults,Asia
White,Female,61,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,42,China,381519,680,256,<=50K,MiddleAged,Asia
White,Male,50,HS-grad,Married-civ-spouse,Local-gov,Prof-specialty,42,Vietnam,415205,1984,7008,>50K,MiddleAged,Asia
White,Male,24,Masters,Never-married,Private,Exec-managerial,60,South,378138,2764,93,>50K,YoungAdults,Asia
White,Female,36,Doctorate,Never-married,Private,Handlers-cleaners,53,Vietnam,139500,2793,2439,<=50K,Adults,Asia
Black,Female,28,11th,Divorced,Private,Machine-op-inspct,26,Philippines,144950,2818,2968,<=50K,YoungAdults,Asia
White,Male,27,HS-grad,Separated,Self-emp-not-inc,Craft-repair,54,Philippines,292849,7375,2302,>50K,YoungAdults,Asia
Other,Male,41,Bachelors,Never-married,Private,Prof-specialty,26,Japan,416352,6646,5934,>50K,Adults,Asia
White,Female,22,HS-grad,Married-civ-spouse,Private,Tech-support,54,Vietnam,455730,4933,9954,<=50K,YoungAdults,Asia
Amer-Indian-Eskimo,Male,66,HS-grad,Married-civ-spouse,Self-emp-not-inc,Craft-repair,26,Japan,24039,2270,6157,>50K,Senior,Asia
White,Female,28,Some-college,Married-civ-spouse,Private,Tech-support,57,India,306314,2255,7941,<=50K,YoungAdults,Asia
Black,Female,44,HS-grad,Married-civ-spouse,Private,Prof-specialty,56,Japan,497036,2231,6460,<=50K,Adults,Asia
White,Male,70,Assoc-acdm,Married-civ-spouse,Private,Exec-managerial,51,China,461434,3200,7266,>50K,Senior,Asia
White,Male,27,Bachelors,Never-married,Private,Other-service,44,India,488343,6313,3479,>50K,YoungAdults,Asia
Black,Male,50,HS-grad,Never-married,Private,Other-service,34,Philippines,227462,7672,6417,>50K,MiddleAged,Asia
White,Male,69,Some-college,Never-married,Never-worked,Handlers-cleaners,42,Vietnam,212367,4998,4396,>50K,Senior,Asia
Black,Male,25,Doctorate,Never-married,Private,Craft-repair,44,Vietnam,390698,1015,322,>50K,YoungAdults,Asia
Black,Male,41,Doctorate,Never-married,Private,Prof-specialty,58,Japan,160578,2552,9036,>50K,Adults,Asia
White,Female,36,Masters,Married-civ-spouse,State-gov,Handlers-cleaners,52,Philippines,288017,3006,4004,<=50K,Adults,Asia
White,Male,38,Doctorate,Divorced,Private,Other-service,60,China,275434,8167,9171,>50K,Adults,Asia
White,Male,21,Masters,Married-civ-spouse,Private,Sales,37,China,492025,8076,75,>50K,YoungAdults,Asia
White,Female,57,Some-college,Never-married,Private,Prof-specialty,52,Philippines,263087,5166,1426,<=50K,MiddleAged,Asia
Asian-Pac-Islander,Male,68,Some-college,Married-civ-spouse,Private,Exec-managerial,31,Philippines,347515,9229,6604,>50K,Senior,Asia
White,Female,20,Assoc-voc,Divorced,Self-emp-not-inc,Craft-repair,29,India,491597,9958,5249,<=50K,YoungAdults,Asia
White,Female,27,Some-college,Separated,Private,Other-service,46,Vietnam,86581,687,9263,<=50K,YoungAdults,Asia
White,Male,39,Doctorate,Never-married,Private,Sales,49,India,169679,461,8247,>50K,Adults,Asia
White,Female,38,Bachelors,Married-civ-spouse,Private,Craft-repair,20,Vietnam,353690,9547,8964,<=50K,Adults,Asia
White,Male,57,Bachelors,Married-civ-spouse,Private,Handlers-cleaners,60,Japan,384417,4758,1305,>50K,MiddleAged,Asia
White,Female,40,Bachelors,Never-married,Private,Handlers-cleaners,49,China,18662,1278,7168,<=50K,Adults,Asia
White,Male,47,11th,Never-married,Self-emp-not-inc,Handlers-cleaners,50,Vietnam,193527,4687,3482,>50K,Adults,Asia
Amer-Indian-Eskimo,Female,61,Some-college,Widowed,State-gov,Tech-support,39,China,76355,4020,8546,<=50K,MiddleAged,Asia
White,Female,30,Assoc-voc,Widowed,Private,Sales,58,China,441967,1075,7246,<=50K,Adults,Asia
Black,Female,64,HS-grad,Never-married,State-gov,Handlers-cleaners,38,India,158964,4371,8736,<=50K,MiddleAged,Asia
White,Male,38,HS-grad,Never-married,Private,Handlers-cleaners,39,South,421276,5519,7788,>50K,Adults,Asia
White,Male,22,Some-college,Separated,Private,Prof-specialty,60,South,340580,6883,5620,>50K,YoungAdults,Asia
White,Male,52,Masters,Married-civ-spouse,Local-gov,Sales,53,Vietnam,269009,1904,9232,>50K,MiddleAged,Asia
White,Male,27,HS-grad,Divorced,State-gov,Handlers-cleaners,33,South,358114,7545,3656,>50K,YoungAdults,Asia
Amer-Indian-Eskimo,Female,25,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,26,India,438805,7634,6078,<=50K,YoungAdults,Asia
White,Male,32,Assoc-voc,Married-civ-spouse,Private,Sales,36,Philippines,461869,8408,2086,>50K,Adults,Asia
White,Male,68,Doctorate,Widowed,Private,Exec-managerial,52,Japan,141790,8583,8035,>50K,Senior,Asia
Black,Male,61,Bachelors,Never-married,Private,Prof-specialty,26,India,291775,6397,2104,>50K,MiddleAged,Asia
White,Female,45,Some-college,Never-married,Private,Tech-support,38,China,279818,5276,5493,<=50K,Adults,Asia
White,Female,36,HS-grad,Never-married,Private,Sales,25,India,360312,3843,4950,<=50K,Adults,Asia
Asian-Pac-Islander,Male,70,Some-college,Never-married,Private,Sales,28,China,44696,854,2547,>50K,Senior,Asia
White,Female,24,Bachelors,Never-married,Private,Handlers-cleaners,28,India,266683,8157,148,<=50K,YoungAdults,Asia
White,Male,64,Bachelors,Never-married,Private,Craft-repair,52,South,335148,4321,5805,>50K,MiddleAged,Asia
White,Female,62,HS-grad,Married-civ-spouse,State-gov,Other-service,31,Vietnam,189535,1741,5243,<=50K,MiddleAged,Asia
White,Female,38,HS-grad,Widowed,Self-emp-not-inc,Sales,21,Vietnam,138228,9721,966,<=50K,Adults,Asia
White,Male,33,Assoc-voc,Married-civ-spouse,Private,Tech-support,38,South,108760,9828,6138,>50K,Adults,Asia
White,Female,23,Some-college,Never-married,Private,Sales,36,Vietnam,62624,4134,3694,<=50K,YoungAdults,Asia
White,Male,40,Assoc-voc,Widowed,Private,Machine-op-inspct,22,South,17311,2695,9068,>50K,Adults,Asia
White,Female,59,HS-grad,Separated,Private,Craft-repair,35,Vietnam,229492,4931,786,<=50K,MiddleAged,Asia
White,Male,57,11th,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,56,South,460080,7594,7379,>50K,MiddleAged,Asia
White,Female,46,Some-college,Never-married,Private,Craft-repair,53,Philippines,86964,9461,5495,<=50K,Adults,Asia
White,Male,52,Some-college,Never-married,Private,Handlers-cleaners,21,India,418917,9269,8859,>50K,MiddleAged,Asia
White,Female,59,HS-grad,Never-married,Federal-gov,Machine-op-inspct,60,Philippines,430964,3148,2377,<=50K,MiddleAged,Asia
White,Male,38,HS-grad,Never-married,Private,Prof-specialty,35,Philippines,481264,2353,373,>50K,Adults,Asia
White,Male,19,11th,Married-civ-spouse,Federal-gov,Sales,59,Japan,298503,9568,7481,>50K,YoungAdults,Asia
White,Female,32,HS-grad,Widowed,Private,Exec-managerial,23,South,241497,3396,9284,<=50K,Adults,Asia
Amer-Indian-Eskimo,Female,49,Some-college,Married-civ-spouse,Private,Sales,37,China,160897,2872,43,<=50K,Adults,Asia
Black,Female,22,HS-grad,Divorced,Self-emp-not-inc,Machine-op-inspct,38,South,135352,8904,2545,<=50K,YoungAdults,Asia
White,Male,39,Bachelors,Married-civ-spouse,State-gov,Prof-specialty,52,Philippines,356750,5474,1005,>50K,Adults,Asia
White,Male,66,HS-grad,Married-civ-spouse,Private,Other-service,33,Japan,185484,5054,3987,>50K,Senior,Asia
White,Female,70,Some-college,Never-married,Private,Handlers-cleaners,32,Japan,398629,1441,614,<=50K,Senior,Asia
Black,Female,67,HS-grad,Separated,Private,Machine-op-inspct,57,Vietnam,256968,6666,8662,<=50K,Senior,Asia
White,Male,50,HS-grad,Never-married,Private,Prof-specialty,24,Japan,307550,8955,8138,>50K,MiddleAged,Asia
Asian-Pac-Islander,Female,20,11th,Divorced,Private,Sales,49,China,139611,7551,9291,<=50K,YoungAdults,Asia
Asian-Pac-Islander,Female,41,Assoc-acdm,Married-civ-spouse,Private,Exec-managerial,43,South,188180,4176,9496,<=50K,Adults,Asia
Black,Male,28,11th,Never-married,Private,Machine-op-inspct,29,Japan,396287,3722,8010,>50K,YoungAdults,Asia
White,Female,24,HS-grad,Married-civ-spouse,Private,Tech-support,41,Vietnam,311281,706,4798,<=50K,YoungAdults,Asia
White,Male,47,Some-college,Married-civ-spouse,Private,Prof-specialty,28,South,363764,1397,867,>50K,Adults,Asia
White,Male,67,HS-grad,Married-civ-spouse,Private,Other-service,44,Philippines,471627,8761,847,>50K,Senior,Asia
White,Female,62,Some-college,Married-civ-spouse,Private,Prof-specialty,40,India,63381,1901,6625,<=50K,MiddleAged,Asia
White,Male,49,11th,Married-civ-spouse,Private,Handlers-cleaners,58,South,102329,7110,7507,>50K,Adults,Asia
White,Female,48,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,47,Philippines,450943,7270,4823,<=50K,Adults,Asia
Black,Female,67,Some-college,Married-civ-spouse,Private,Handlers-cleaners,22,Philippines,225444,4663,5052,<=50K,Senior,Asia
White,Female,40,11th,Never-married,Private,Machine-op-inspct,44,South,105195,4739,2194,<=50K,Adults,Asia
White,Female,22,HS-grad,Married-civ-spouse,Private,Prof-specialty,40,South,403314,3143,1125,<=50K,YoungAdults,Asia
Black,Female,41,HS-grad,Never-married,Self-emp-not-inc,Other-service,53,Japan,152926,2811,6983,<=50K,Adults,Asia
Other,Male,31,Masters,Married-civ-spouse,Private,Other-service,50,India,180726,2650,7502,>50K,Adults,Asia
White,Male,45,HS-grad,Never-married,Private,Sales,45,China,188180,6551,2640,>50K,Adults,Asia
White,Male,49,Some-college,Married-civ-spouse,Private,Sales,52,China,385228,3119,3521,>50K,Adults,Asia
White,Female,32,Bachelors,Married-civ-spouse,Private,Other-service,24,Japan,250566,5593,6910,<=50K,Adults,Asia
Black,Female,29,Bachelors,Married-civ-spouse,Private,Prof-specialty,26,Japan,212730,3155,3537,<=50K,YoungAdults,Asia
White,Female,67,HS-grad,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,56,India,164931,2410,9062,<=50K,Senior,Asia
Black,Female,42,11th,Married-civ-spouse,Private,Craft-repair,20,Vietnam,20921,9343,3768,<=50K,Adults,Asia
White,Male,70,HS-grad,Married-civ-spouse,Private,Other-service,53,Japan,207272,8771,4181,>50K,Senior,Asia
White,Female,61,Bachelors,Married-civ-spouse,Private,Other-service,38,Vietnam,202927,6815,8383,<=50K,MiddleAged,Asia
White,Female,62,Bachelors,Married-civ-spouse,Private,Handlers-cleaners,29,India,238680,4500,9471,<=50K,MiddleAged,Asia
White,Male,63,Masters,Separated,Private,Other-service,36,Philippines,389131,2923,6523,>50K,MiddleAged,Asia
White,Male,58,11th,Married-civ-spouse,Local-gov,Exec-managerial,49,Japan,197994,7093,5215,>50K,MiddleAged,Asia
Amer-Indian-Eskimo,Female,36,HS-grad,Widowed,Never-worked,Craft-repair,58,India,319106,563,4892,<=50K,Adults,Asia
Other,Male,38,HS-grad,Married-civ-spouse,Private,Craft-repair,45,India,129403,6981,7550,>50K,Adults,Asia
White,Female,50,Masters,Married-civ-spouse,Private,Other-service,42,Japan,321613,4724,5268,<=50K,MiddleAged,Asia
White,Female,62,11th,Married-civ-spouse,Local-gov,Craft-repair,48,India,136652,3900,4607,<=50K,MiddleAged,Asia
White,Male,47,HS-grad,Widowed,Private,Sales,30,South,73359,1910,466,>50K,Adults,Asia
White,Female,33,Some-college,Never-married,State-gov,Other-service,24,South,375631,5610,8946,<=50K,Adults,Asia
White,Female,30,HS-grad,Married-civ-spouse,Private,Prof-specialty,53,Japan,165967,6581,7884,<=50K,Adults,Asia
White,Male,52,Some-college,Divorced,Local-gov,Prof-specialty,47,India,70722,418,5945,>50K,MiddleAged,Asia
Amer-Indian-Eskimo,Male,46,Assoc-acdm,Married-civ-spouse,Private,Tech-support,30,Vietnam,53182,1367,6267,>50K,Adults,Asia
White,Male,19,Bachelors,Married-civ-spouse,Private,Handlers-cleaners,25,Vietnam,309129,9537,1943,>50K,YoungAdults,Asia
White,Female,43,HS-grad,Never-married,State-gov,Exec-managerial,51,Philippines,190121,552,7452,<=50K,Adults,Asia
White,Female,65,Bachelors,Married-civ-spouse,Private,Tech-support,31,Japan,40425,4319,7670,<=50K,Senior,Asia
Asian-Pac-Islander,Female,38,Masters,Married-civ-spouse,Private,Other-service,56,Philippines,312636,4816,6538,<=50K,Adults,Asia
Asian-Pac-Islander,Female,22,Some-college,Widowed,Private,Craft-repair,55,China,423311,3960,1623,<=50K,YoungAdults,Asia
White,Male,66,Some-college,Married-civ-spouse,Self-emp-not-inc,Handlers-cleaners,50,India,496196,6345,3870,>50K,Senior,Asia
White,Female,51,Bachelors,Never-married,Private,Sales,32,South,489839,5449,9868,<=50K,MiddleAged,Asia
Black,Female,63,Some-college,Divorced,Private,Prof-specialty,60,South,251433,5514,1213,<=50K,MiddleAged,Asia
Asian-Pac-Islander,Female,20,HS-grad,Married-civ-spouse,Private,Exec-managerial,24,Philippines,327365,8077,1392,<=50K,YoungAdults,Asia
White,Female,32,Bachelors,Never-married,Private,Prof-specialty,21,Philippines,14807,1153,4858,<=50K,Adults,Asia
White,Male,20,HS-grad,Married-civ-spouse,Federal-gov,Other-service,29,Japan,381048,1520,2689,>50K,YoungAdults,Asia
White,Male,54,Some-college,Married-civ-spouse,Never-worked,Prof-specialty,47,Philippines,156055,3944,184,>50K,MiddleAged,Asia
White,Male,24,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,37,Japan,444080,8927,6348,>50K,YoungAdults,Asia
White,Female,44,HS-grad,Never-married,Never-worked,Exec-managerial,37,India,368250,2502,8456,<=50K,Adults,Asia
White,Male,38,11th,Married-civ-spouse,Private,Sales,33,China,198062,9320,8193,>50K,Adults,Asia
White,Male,42,HS-grad,Never-married,Private,Handlers-cleaners,59,Philippines,253804,6636,8996,>50K,Adults,Asia
White,Female,20,Some-college,Married-civ-spouse,Self-emp-not-inc,Other-service,26,South,489540,7606,406,<=50K,YoungAdults,Asia
White,Female,44,Bachelors,Never-married,Self-emp-not-inc,Prof-specialty,57,Vietnam,352489,3744,701,<=50K,Adults,Asia
White,Male,35,HS-grad,Separated,Private,Machine-op-inspct,28,Japan,134915,5651,8395,>50K,Adults,Asia
White,Female,54,Bachelors,Never-married,Private,Machine-op-inspct,45,Vietnam,329278,321,5157,<=50K,MiddleAged,Asia
White,Female,35,HS-grad,Never-married,Private,Tech-support,22,Vietnam,472028,4355,8911,<=50K,Adults,Asia
Other,Male,33,Bachelors,Married-civ-spouse,Private,Sales,45,Japan,283435,4435,9342,>50K,Adults,Asia
Asian-Pac-Islander,Female,18,11th,Married-civ-spouse,Private,Exec-managerial,52,Philippines,472748,2167,9511,<=50K,YoungAdults,Asia
White,Female,61,Bachelors,Never-married,State-gov,Tech-support,47,China,359865,5499,8973,<=50K,MiddleAged,Asia
White,Male,26,11th,Married-civ-spouse,Without-pay,Handlers-cleaners,38,Japan,421290,2490,450,>50K,YoungAdults,Asia
Asian-Pac-Islander,Male,35,11th,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,60,Vietnam,22408,9696,2783,>50K,Adults,Asia
White,Female,68,Bachelors,Never-married,Self-emp-not-inc,Prof-specialty,26,Japan,33604,7045,6380,<=50K,Senior,Asia
White,Female,62,11th,Never-married,Private,Exec-managerial,29,Philippines,15259,2616,5558,<=50K,MiddleAged,Asia
White,Male,19,11th,Divorced,Private,Prof-specialty,35,China,266798,3777,9066,>50K,YoungAdults,Asia
White,Female,33,HS-grad,Married-civ-spouse,Private,Sales,21,China,184551,7345,3515,<=50K,Adults,Asia
White,Male,32,HS-grad,Married-civ-spouse,Local-gov,Craft-repair,24,China,435794,1830,4476,>50K,Adults,Asia
White,Female,37,11th,Married-civ-spouse,Private,Tech-support,32,China,195306,7301,6802,<=50K,Adults,Asia
White,Female,44,HS-grad,Separated,Private,Machine-op-inspct,20,China,101140,3291,3686,<=50K,Adults,Asia
Amer-Indian-Eskimo,Male,53,Some-college,Married-civ-spouse,Private,Other-service,44,India,42073,2497,3158,>50K,MiddleAged,Asia
White,Female,56,HS-grad,Divorced,Private,Tech-support,59,South,410029,4928,7161,<=50K,MiddleAged,Asia
White,Male,34,Doctorate,Divorced,Private,Sales,51,Philippines,128918,2673,7835,>50K,Adults,Asia
White,Male,26,Masters,Married-civ-spouse,Private,Other-service,34,Vietnam,231204,3480,3691,>50K,YoungAdults,Asia
White,Male,24,Assoc-acdm,Widowed,Private,Machine-op-inspct,24,South,131943,9912,530,>50K,YoungAdults,Asia
White,Female,32,Bachelors,Married-civ-spouse,Private,Other-service,47,Vietnam,157033,6867,2884,<=50K,Adults,Asia
White,Female,62,Some-college,Married-civ-spouse,Never-worked,Sales,57,China,220878,9829,1786,<=50K,MiddleAged,Asia
White,Female,51,Bachelors,Never-married,Private,Exec-managerial,60,Japan,410830,3360,7775,<=50K,MiddleAged,Asia
White,Female,39,HS-grad,Separated,Private,Exec-managerial,53,India,361327,2892,8404,<=50K,Adults,Asia
Black,Male,35,Some-college,Never-married,Private,Exec-managerial,39,China,22100,7305,1984,>50K,Adults,Asia
White,Male,40,HS-grad,Never-married,Private,Tech-support,60,India,60699,2375,4602,>50K,Adults,Asia
White,Female,41,Bachelors,Never-married,Self-emp-not-inc,Tech-support,60,South,170630,6104,9074,<=50K,Adults,Asia
White,Male,36,Bachelors,Widowed,Federal-gov,Other-service,32,China,421236,5788,2358,>50K,Adults,Asia
White,Female,18,11th,Married-civ-spouse,Federal-gov,Prof-specialty,43,China,198579,752,2730,<=50K,YoungAdults,Asia
White,Female,31,HS-grad,Never-married,Private,Exec-managerial,21,Vietnam,66397,6046,7388,<=50K,Adults,Asia
White,Male,57,HS-grad,Never-married,Without-pay,Other-service,25,Japan,367148,1220,256,>50K,MiddleAged,Asia
White,Female,43,Bachelors,Married-civ-spouse,Private,Prof-specialty,49,India,363021,398,5332,<=50K,Adults,Asia
White,Male,35,HS-grad,Widowed,Private,Exec-managerial,26,India,426508,4279,5024,>50K,Adults,Asia
Asian-Pac-Islander,Female,22,Some-college,Married-civ-spouse,Private,Craft-repair,40,China,118528,423,8963,<=50K,YoungAdults,Asia
Other,Female,24,Some-college,Married-civ-spouse,Private,Sales,23,Philippines,404384,7369,4199,<=50K,YoungAdults,Asia
Black,Female,31,HS-grad,Never-married,Without-pay,Sales,27,India,233248,9420,3836,<=50K,Adults,Asia
Amer-Indian-Eskimo,Male,47,Some-college,Never-married,Private,Craft-repair,50,Japan,362332,5190,3579,>50K,Adults,Asia
Black,Male,24,Some-college,Married-civ-spouse,Private,Prof-specialty,44,South,400168,5658,5713,>50K,YoungAdults,Asia
